Player,Stat Type,Prop Team,Home vs. Away,Expected Value,Prop Line,Probability Over,Probability Under,Max Probability
Josh Green,points,DEN,1,8.54198647912052,7.5,0.6176400412722525,0.38235995872774753,0.6176400412722525
Harrison Barnes,assists,PHX,0,1.957646008666153,1.5,0.6175852486696982,0.3824147513303018,0.6175852486696982
Myles Turner,points,MEM,0,14.072666312080191,15.5,0.3838685331702957,0.6161314668297043,0.6161314668297043
De'Aaron Fox,assists,PHX,0,6.058983880234342,5.5,0.615325932648124,0.38467406735187604,0.615325932648124
Jalen Smith,points,NYK,1,8.77425411128459,9.5,0.38542056727658136,0.6145794327234186,0.6145794327234186
Paolo Banchero,points,ATL,1,22.505727373626087,23.5,0.38698064740093685,0.6130193525990631,0.6130193525990631
Max Strus,points,BKN,1,10.3371469434407,9.5,0.6102303335921384,0.3897696664078616,0.6102303335921384
Al Horford,assists,PHI,1,1.9514046067850739,1.5,0.6100561103764823,0.3899438896235177,0.6100561103764823
Jaren Jackson Jr.,points,IND,1,22.60888986704061,21.5,0.6099496586083585,0.3900503413916415,0.6099496586083585
Kevin Durant,points,SAS,1,27.58167384173213,26.5,0.6096344467741674,0.3903655532258326,0.6096344467741674
Coby White,rebounds,NYK,1,3.056273383275006,3.5,0.39295020245001333,0.6070497975499867,0.6070497975499867
Bennedict Mathurin,rebounds,MEM,0,5.01670401565194,4.5,0.6063448901576091,0.39365510984239094,0.6063448901576091
Andrew Nembhard,points,MEM,0,10.281019293876893,9.5,0.6056395388882276,0.39436046111177236,0.6056395388882276
Jalen Smith,assists,NYK,1,0.8442480739314722,0.5,0.6051208244535102,0.39487917554648977,0.6051208244535102
Jalen Brunson,rebounds,CHI,0,2.865796033342286,2.5,0.6042871889796897,0.3957128110203103,0.6042871889796897
Derrick White,points,PHI,1,15.078256773104604,14.0,0.603705951409442,0.396294048590558,0.603705951409442
D'Angelo Russell,rebounds,CLE,0,2.9288821256954445,2.5,0.6015322727343678,0.3984677272656322,0.6015322727343678
Lonzo Ball,assists,NYK,1,4.042367266359717,3.5,0.6002094917760291,0.3997905082239709,0.6002094917760291
Cole Anthony,points,ATL,1,11.619580037781008,10.5,0.5979327733877318,0.4020672266122682,0.5979327733877318
Derrick Jones Jr.,assists,MIL,1,0.8072828651706404,0.5,0.5939599548563822,0.4060400451436178,0.5939599548563822
Trendon Watford,points,CLE,0,10.324138093726935,9.5,0.5922934321169029,0.40770656788309717,0.5922934321169029
