Player,Opponent,Stat Type,Prop Line,Predicted Value,Variance,Edge,Bet Odds,Implied Probability,EV,Kelly Fraction,Optimal Bet
Kel'el Ware,OKC,points,10.5,4.99,19.15,-5.51,2.1,0.47619047619047616,-12.094809523809523,-0.28772844450504204,0.0
Kel'el Ware,OKC,pts_rebs_asts,21.5,12.52,23.59,-8.98,2.1,0.47619047619047616,-19.381809523809526,-0.38066975919161683,0.0
Lu Dort,OKC,pts_rebs_asts,13.5,0.0,0.0,-13.5,2.1,0.47619047619047616,-28.873809523809527,-13500000.0,0.0
Nikola Jovic,OKC,pts_rebs_asts,19.5,0.0,0.0,-19.5,2.1,0.47619047619047616,-41.47380952380953,-19500000.0,0.0
Nikola Jovic,OKC,points,10.5,,,,2.1,0.47619047619047616,,,
Nikola Jovic,OKC,rebounds,4.5,,,,2.1,0.47619047619047616,,,
Nikola Jovic,OKC,assists,3.5,,,,2.1,0.47619047619047616,,,
Lu Dort,OKC,points,8.5,,,,2.1,0.47619047619047616,,,
Lu Dort,OKC,rebounds,3.5,,,,2.1,0.47619047619047616,,,
Lu Dort,OKC,assists,1.5,,,,2.1,0.47619047619047616,,,
Luke Kennard,PHX,pts_rebs_asts,11.5,15.7,46.94,4.199999999999999,1.9,0.5263157894736842,7.506315789473683,0.08947592480877876,44.737962404389386
Brandon Clarke,PHX,pts_rebs_asts,12.5,16.51,31.75,4.010000000000002,1.9,0.5263157894736842,7.1453157894736865,0.1262992086204974,63.1496043102487
Jaylen Wells,PHX,pts_rebs_asts,10.5,14.51,7.61,4.01,1.9,0.5263157894736842,7.145315789473683,0.5269381699161405,100.0
Jaren Jackson Jr.,PHX,pts_rebs_asts,30.5,33.31,107.9,2.8100000000000023,1.9,0.5263157894736842,4.865315789473688,0.026042631825369512,13.021315912684756
Desmond Bane,PHX,pts_rebs_asts,30.0,32.76,65.75,2.759999999999998,1.9,0.5263157894736842,4.77031578947368,0.04197718567335076,20.98859283667538
Luke Kennard,PHX,points,6.5,9.16,39.21,2.66,1.9,0.5263157894736842,4.580315789473684,0.0678398350461659,33.91991752308295
Nick Richards,PHX,rebounds,7.5,9.57,16.65,2.0700000000000003,1.9,0.5263157894736842,3.4593157894736843,0.1243243168573984,62.1621584286992
Brandon Clarke,PHX,points,7.5,9.57,27.06,2.0700000000000003,1.9,0.5263157894736842,3.4593157894736843,0.0764966712307217,38.248335615360844
Jaylen Wells,PHX,rebounds,2.5,4.44,0.48,1.9400000000000004,1.9,0.5263157894736842,3.2123157894736845,4.041658246545321,100.0
Jaren Jackson Jr.,PHX,points,22.5,24.32,98.63,1.8200000000000003,1.9,0.5263157894736842,2.9843157894736843,0.018452803219580222,9.226401609790111
Jaylen Wells,PHX,points,6.5,8.31,6.29,1.8100000000000005,1.9,0.5263157894736842,2.965315789473685,0.2877583008333386,100.0
Desmond Bane,PHX,points,19.5,21.27,51.88,1.7699999999999996,1.9,0.5263157894736842,2.889315789473683,0.03411719286589836,17.05859643294918
Grayson Allen,PHX,pts_rebs_asts,17.5,19.24,45.14,1.7399999999999984,1.9,0.5263157894736842,2.832315789473681,0.03854674261083863,19.273371305419317
Brandon Clarke,PHX,rebounds,4.5,5.78,3.71,1.2800000000000002,1.9,0.5263157894736842,1.9583157894736845,0.3450133840934275,100.0
Royce O'Neale,PHX,pts_rebs_asts,14.5,15.74,31.52,1.2400000000000002,1.9,0.5263157894736842,1.8823157894736844,0.039340100274743016,19.670050137371508
Ja Morant,PHX,pts_rebs_asts,32.5,33.65,60.39,1.1499999999999986,1.9,0.5263157894736842,1.7113157894736815,0.019042887580015086,9.521443790007543
Santi Aldama,PHX,points,9.5,10.41,42.93,0.9100000000000001,1.9,0.5263157894736842,1.2553157894736842,0.02119729743309347,10.598648716546736
Royce O'Neale,PHX,points,8.5,9.39,25.79,0.8900000000000006,1.9,0.5263157894736842,1.2173157894736852,0.03450949846803032,17.25474923401516
Grayson Allen,PHX,points,11.5,12.35,36.42,0.8499999999999996,1.9,0.5263157894736842,1.1413157894736834,0.02333882418070224,11.66941209035112
Luke Kennard,PHX,rebounds,2.5,3.32,4.26,0.8199999999999998,1.9,0.5263157894736842,1.084315789473684,0.19248821772577046,96.24410886288523
Mason Plumlee,PHX,rebounds,5.5,6.29,7.36,0.79,1.9,0.5263157894736842,1.027315789473684,0.1073369419379155,53.66847096895775
Ja Morant,PHX,points,21.5,22.12,49.91,0.620000000000001,1.9,0.5263157894736842,0.7043157894736861,0.012422359999552015,6.211179999776007
Royce O'Neale,PHX,rebounds,3.5,4.08,3.15,0.5800000000000001,1.9,0.5263157894736842,0.6283157894736843,0.18412692567399186,92.06346283699592
Mason Plumlee,PHX,assists,1.5,2.06,1.8,0.56,1.9,0.5263157894736842,0.5903157894736842,0.311110938271701,100.0
Grayson Allen,PHX,rebounds,3.5,4.04,3.98,0.54,1.9,0.5263157894736842,0.5523157894736842,0.13567835786975935,67.83917893487967
Desmond Bane,PHX,rebounds,5.5,5.95,6.54,0.4500000000000002,1.9,0.5263157894736842,0.3813157894736845,0.06880732892854301,34.4036644642715
Zach Edey,PHX,assists,0.5,0.92,0.49,0.42000000000000004,1.9,0.5263157894736842,0.3243157894736842,0.8571411078752902,100.0
Grayson Allen,PHX,assists,2.5,2.85,4.74,0.3500000000000001,1.9,0.5263157894736842,0.19131578947368433,0.07383964686927283,36.91982343463641
Mason Plumlee,PHX,pts_rebs_asts,11.5,11.7,18.14,0.1999999999999993,1.9,0.5263157894736842,-0.0936842105263172,0.011025357716352897,5.512678858176448
Kevin Durant,PHX,rebounds,5.5,5.64,5.29,0.13999999999999968,1.9,0.5263157894736842,-0.20768421052631642,0.02646502335254751,13.232511676273754
Santi Aldama,PHX,assists,1.5,1.63,0.8,0.1299999999999999,1.9,0.5263157894736842,-0.22668421052631604,0.16249979687525376,81.24989843762688
Jaren Jackson Jr.,PHX,assists,2.5,2.57,3.04,0.06999999999999984,1.9,0.5263157894736842,-0.34068421052631614,0.02302630821503014,11.513154107515069
Santi Aldama,PHX,pts_rebs_asts,17.5,17.51,48.0,0.010000000000001563,1.9,0.5263157894736842,-0.45468421052631286,0.00020833332899308822,0.10416666449654412
Nick Richards,PHX,pts_rebs_asts,17.5,17.51,41.7,0.010000000000001563,1.9,0.5263157894736842,-0.45468421052631286,0.0002398081477264608,0.1199040738632304
Nick Richards,PHX,assists,0.5,0.49,0.47,-0.010000000000000009,2.1,0.47619047619047616,-0.5448095238095239,-0.02127655047542454,0.0
GG Jackson,PHX,assists,0.5,0.46,0.27,-0.03999999999999998,2.1,0.47619047619047616,-0.6078095238095238,-0.14814759945333528,0.0
Devin Booker,PHX,points,28.5,28.4,91.76,-0.10000000000000142,2.1,0.47619047619047616,-0.7338095238095268,-0.0010897994650196376,0.0
Mason Plumlee,PHX,points,3.5,3.35,8.98,-0.1499999999999999,2.1,0.47619047619047616,-0.8388095238095237,-0.016703784331427125,0.0
Devin Booker,PHX,pts_rebs_asts,39.5,39.24,105.01,-0.259999999999998,2.1,0.47619047619047616,-1.0698095238095195,-0.002475954647405422,0.0
Devin Booker,PHX,assists,6.5,6.2,9.05,-0.2999999999999998,2.1,0.47619047619047616,-1.1538095238095236,-0.03314916760782676,0.0
Ja Morant,PHX,assists,7.5,7.13,6.52,-0.3700000000000001,2.1,0.47619047619047616,-1.300809523809524,-0.056748457553917574,0.0
Ja Morant,PHX,points,22.5,22.12,49.91,-0.379999999999999,2.1,0.47619047619047616,-1.3218095238095218,-0.007613704515854428,0.0
Kevin Durant,PHX,points,26.5,26.05,32.06,-0.4499999999999993,2.1,0.47619047619047616,-1.4688095238095222,-0.014036181720643094,0.0
Kevin Durant,PHX,pts_rebs_asts,36.5,36.01,41.2,-0.490000000000002,2.1,0.47619047619047616,-1.552809523809528,-0.011893203594825204,0.0
Tyus Jones,PHX,points,11.5,10.89,31.93,-0.6099999999999994,2.1,0.47619047619047616,-1.8048095238095225,-0.019104290037447836,0.0
Tyus Jones,PHX,assists,6.5,5.7,7.72,-0.7999999999999998,2.1,0.47619047619047616,-2.2038095238095234,-0.10362692958200392,0.0
Zach Edey,PHX,points,6.5,5.47,9.24,-1.0300000000000002,2.1,0.47619047619047616,-2.6868095238095244,-0.11147184940780853,0.0
Nick Richards,PHX,points,8.5,7.45,24.58,-1.0499999999999998,2.1,0.47619047619047616,-2.7288095238095234,-0.042717654893504674,0.0
Tyus Jones,PHX,pts_rebs_asts,20.5,18.97,43.49,-1.5300000000000011,2.1,0.47619047619047616,-3.7368095238095265,-0.03518050045572547,0.0
Bol Bol,PHX,points,8.5,6.77,36.34,-1.7300000000000004,2.1,0.47619047619047616,-4.156809523809525,-0.047605942553496365,0.0
GG Jackson,PHX,points,9.5,7.34,24.2,-2.16,2.1,0.47619047619047616,-5.059809523809524,-0.08925619465883494,0.0
Bol Bol,PHX,rebounds,5.5,2.98,5.45,-2.52,2.1,0.47619047619047616,-5.815809523809524,-0.46238523625958966,0.0
GG Jackson,PHX,pts_rebs_asts,13.5,10.07,27.47,-3.4299999999999997,2.1,0.47619047619047616,-7.726809523809523,-0.12486348289539559,0.0
Zach Edey,PHX,rebounds,7.5,4.01,11.84,-3.49,2.1,0.47619047619047616,-7.852809523809524,-0.29476348861794865,0.0
Bol Bol,PHX,pts_rebs_asts,14.5,10.33,42.02,-4.17,2.1,0.47619047619047616,-9.280809523809523,-0.09923845551550557,0.0
Zach Edey,PHX,pts_rebs_asts,15.5,10.4,21.57,-5.1,2.1,0.47619047619047616,-11.233809523809523,-0.23643948834309278,0.0
